Name,BSE Code,NSE Code,Industry,Current Price,Net worth,Market Capitalization,,
Jyothy Labs,532926,JYOTHYLAB,Personal Care - Indian,472.25,1639.24,17358,,
Blue Dart Expres,526612,BLUEDART,Couriers,7305.85,1216.59,17346.31,,
Suven Pharma,543064,SUVENPHAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,674.85,1935.41,17186.81,,
PVR Inox,532689,PVRINOX,Entertainment / Electronic Media Software,1748.85,7434.7,17148.72,,
Whirlpool India,500238,WHIRLPOOL,Domestic Appliances,1349.55,3576.25,17112.3,,
DCM Shriram,523367,DCMSHRIRAM,Diversified - Mega,1081.25,6224.21,16845.28,,
Affle India,542752,AFFLE,Computers - Software - Medium / Small,1190,1593.3,16671.71,,
Piramal Pharma,543635,PPLPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,124.3,7757.86,16520.91,,
Indiamart Inter.,542726,INDIAMART,Miscellaneous,2680.95,1576.3,16401.51,,
TVS Holdings,520056,TVSHLTD,Castings & Forgings,8102.6,2403.31,16400.07,,
JBM Auto,532605,JBMA,Auto Ancillaries,1383.65,1065.89,16365.35,,
Finolex Cables,500144,FINCABLES,Cables - Power,1067.8,3922.5,16335.19,,
Elgi Equipments,522074,ELGIEQUIP,Compressors / Drilling Equipment,515,1462.09,16292.48,,
Aptus Value Hou.,543335,APTUS,Finance - Housing,324.35,3539.95,16182.6,,
Cello World,544012,CELLO,Trading,762.4,977.38,16171.26,,
RBL Bank,540065,RBLBANK,Banks - Private Sector,267.9,13578.38,16144.25,,
Cochin Shipyard,540678,COCHINSHIP,Miscellaneous,1224.65,4714.87,16122.04,,
Guj.St.Petronet,532702,GSPL,Miscellaneous,283.4,9956.54,16003.65,,
Kaynes Tech,543664,KAYNES,Electronics - Components,2743.8,1008.95,15940.94,,
Capri Global,531595,CGCL,Finance & Investments,773.95,3683.27,15940.23,,
Multi Comm. Exc.,534091,MCX,Miscellaneous,3111.4,1331.25,15859.95,,
RHI Magnesita,534076,RHIM,Refractories / Intermediates,765.6,4079.67,15812.87,,
Krishna Institu.,543308,KIMS,Healthcare,1951.05,1813.22,15621.33,,
K E C Intl.,532714,KEC,Transmisson Line Towers / Equipment,606.35,3844.21,15588.55,,
Clean Science,543318,CLEAN,Chemicals,1448,1090.54,15390,,
Ircon Intl.,541956,IRCON,Construction,162.9,5543.29,15321,,
CESC,500084,CESC,Power Generation And Supply,115.45,11500,15312.53,,
Alembic Pharma,533573,APLLTD,Pharmaceuticals - Indian - Bulk Drugs & Formln,758.65,4470.01,14925.69,,
Lak. Mach. Works,500252,LAXMIMACH,Textile Machinery,13533.75,2535.2,14477.17,,
Castrol India,500870,CASTROLIND,Chemicals,145.5,1974.14,14405.9,,
EIH,500840,EIHOTEL,Hotels,228.5,3505.05,14298.39,,
Poly Medicure,531768,POLYMED,Healthcare,1477.05,1338.03,14190.78,,
Welspun Living,514162,WELSPUNLIV,Textiles - Products,145.7,4197.51,14159.25,,
Tanla Platforms,532790,TANLA,Computers - Software - Medium / Small,1051.55,1747.89,14149.34,,
Concord Biotech,543960,CONCORDBIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,1349.4,1353.74,14138.21,,
Tejas Networks,540595,TEJASNET,Telecommunications - Equipment,830.2,3007.44,14135.62,,
NMDC Steel,543768,NSLNISP,Steel - Medium / Small,48.05,16917.48,14057.16,,
Manappuram Fin.,531213,MANAPPURAM,Finance & Investments,164.15,10572.07,13894.23,,
Fine Organic,541557,FINEORG,Chemicals,4513.75,1713.25,13851.63,,
Inox Wind,539083,INOXWIND,Electric Equipment,422.35,1648.91,13796.66,,
GE Shipping Co,500620,GESHIP,Shipping,965.6,11149.08,13784.89,,
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,764.8,5293.5,13699.2,,
Chambal Fert.,500085,CHAMBLFERT,Fertilizers,329.25,7705.59,13697.75,,
Aditya AMC,543374,ABSLAMC,Finance & Investments,472.7,2740.02,13626.37,,
Redington,532805,REDINGTON,Trading,173.65,6897.38,13574.48,,
NBCC,534309,NBCC,Miscellaneous,75.35,1966.72,13566.29,,
Century Textiles,500040,CENTURYTEX,Paper,1208.55,3761.34,13489.05,,
Happiest Minds,543227,HAPPSTMNDS,Computers - Software - Medium / Small,884.85,1377.33,13488.61,,
Welspun Corp,532144,WELCORP,Steel - Medium / Small,515.05,5049.78,13479.66,,
Asahi India Glas,515030,ASAHIINDIA,Glass & Glass Products,553.35,2217.16,13468.71,,
Titagarh Rail,532966,TITAGARH,Engineering,999.7,1384.6,13467.83,,
Bikaji Foods,543653,BIKAJI,Food - Processing - Indian,537.35,1051.47,13447.6,,
Chalet Hotels,542399,CHALET,Hotels,653,1690.24,13391.24,,
Shyam Metalics,543299,SHYAMMETL,Steel - Large,521.1,8154.36,13287.33,,
Jindal Saw,500378,JINDALSAW,Steel - Large,414.1,9031.16,13222.93,,
Swan Energy,503310,SWANENERGY,Diversified - Medium / Small,499.8,2527.14,13164.28,,
J & K Bank,532209,J&KBANK,Banks - Private Sector,119.2,9896.32,13146.72,,
Authum Invest,539177,,Finance & Investments,773.75,7090.22,13141.76,,539177
Sheela Foam,540203,SFL,Miscellaneous,1203.15,2861.98,13100.28,,
Honasa Consumer,544014,HONASA,Trading,405.75,697.96,13054.88,,
Cams Services,543232,CAMS,Miscellaneous,2655.35,799.39,13047.63,,
Nuvoco Vistas,543334,NUVOCO,Cement - North India,364.95,8854.98,13037.89,,
Zensar Tech.,504067,ZENSARTECH,Computers - Software - Medium / Small,573.7,3251.9,13007.42,,
Karur Vysya Bank,590003,KARURVYSYA,Banks - Private Sector,161.5,8584.17,12967.04,,
BASF India,500042,BASF,Chemicals,2988.2,2928.48,12944.37,,
Ramkrishna Forg.,532527,RKFORGE,Castings & Forgings,715.55,1544.56,12927.72,,
Finolex Inds.,500940,FINPIPE,Plastics Products,207.3,5522.82,12862.48,,
Triveni Turbine,533655,TRITURBINE,Electric Equipment,404.2,887.31,12856.53,,
Jupiter Wagons,533272,JWL,Engineering,311.7,1056.31,12849.23,,
Indian Energy Ex,540750,IEX,Miscellaneous,143.95,852.67,12835.92,,
Amara Raja Ener.,500008,ARE&M,Auto Ancillaries,743.8,5647.07,12685.56,,
Firstsour.Solu.,532809,FSL,Computers - Software - Medium / Small,179.2,3669.66,12621.11,,
V-Guard Industri,532953,VGUARD,Electric Equipment,290.6,1644.86,12576.61,,
Nuvama Wealth,543988,NUVAMA,Finance & Investments,3565,2501.87,12548.11,,
eClerx Services,532927,ECLERX,Computers - Software - Medium / Small,2544.65,1973.4,12537.07,,
BLS Internat.,540073,BLS,Computers - Software - Medium / Small,304.1,952.08,12531.19,,
Aegis Logistics,500003,AEGISCHEM,Trading,356.55,3645.49,12511.59,,
Westlife Food,505533,WESTLIFE,Hotels,804.35,563.3,12510.94,,
G M D C,532181,GMDCLTD,Mining / Minerals / Metals,388.7,5819.38,12356.17,,
Mah. Seamless,500265,MAHSEAMLES,Steel - Medium / Small,905.8,5165.36,12142.23,,
Himadri Special,500184,HSCL,Chemicals,274.8,2543.79,12110.29,,
Jai Balaji Inds.,532976,JAIBALAJI,Steel - Sponge Iron,740.4,986.6,11988.22,,
Syrma SGS Tech.,543573,SYRMA,Electronics - Components,672.65,1568.7,11933.8,,
ERIS Lifescience,540596,ERIS,Pharmaceuticals - Indian - Formulations,874.9,2411.57,11895.98,,
AAVAS Financiers,541988,AAVAS,Finance - Housing,1496.45,3513.56,11843.91,,
Akzo Nobel,500710,AKZOINDIA,Paints / Varnishes,2577.45,1337.5,11763.96,,
KSB,500249,KSB,Pumps,3358.1,1194,11718.96,,
Aether Industri.,543534,AETHER,Chemicals,883.2,2046.04,11687.87,,
Rites,541556,RITES,Engineering - Turnkey Services,483.9,2581.59,11633.84,,
Alkyl Amines,506767,ALKYLAMINE,Chemicals,2269.15,1194.84,11586.46,,
Equitas Sma. Fin,543243,EQUITASBNK,Banks - Private Sector,102.3,5169.12,11567.09,,
Astrazeneca Phar,506820,ASTRAZEN,Pharmaceuticals - Multinational,4616,654.97,11550.55,,
City Union Bank,532210,CUB,Banks - Private Sector,155.6,7457.21,11524.35,,
GE T&D India,522275,GET&D,Electric Equipment,446.55,1134.94,11517.22,,
Bajaj Electrical,500031,BAJAJELEC,Domestic Appliances,993.4,1412.79,11437.07,,
Mahanagar Gas,539957,MGL,Miscellaneous,1155.4,4679.39,11405.12,,
Raymond,500330,RAYMOND,Textiles - Products,1709.9,4195.78,11387.03,,
HBL Power System,517271,HBLPOWER,Dry Cells,410,1059.47,11361.12,,
SignatureGlobal,543990,SIGNATURE,Construction,801.85,588.41,11343.51,,
Vardhman Textile,502986,VTL,Textiles - Cotton/Blended,390.6,8834.96,11294.68,,
G R Infraproject,543317,GRINFRA,Construction,1161.35,6793.98,11243.14,,
Rainbow Child.,543524,RAINBOW,Healthcare,1103,1139.42,11211.02,,
G N F C,500670,GNFC,Chemicals,709.6,8723,11038.32,,
Anupam Rasayan,543275,ANURAS,Chemicals,1021.55,2439.13,11005.24,,
Craftsman Auto,543276,CRAFTSMAN,Auto Ancillaries,5207.8,1522.58,10986.71,,
Ujjivan Small,542904,UJJIVANSFB,Banks - Private Sector,55.8,4009.99,10910.33,,
Brookfield India,543261,BIRET,Construction,247.79,8139.26,10879.22,,
C.E. Info System,543425,MAPMYINDIA,Computers - Software - Medium / Small,2010.7,604.58,10866.45,,
Data Pattern,543428,DATAPATTNS,Electronics - Components,1930.05,1201.65,10801.1,,
Godfrey Phillips,500163,GODFRYPHLP,Cigarettes,2068.75,3790.93,10760.08,,
UTI AMC,543238,UTIAMC,Finance & Investments,842.2,3975.17,10715.46,,
HFCL,500183,HFCL,Engineering - Turnkey Services,74.55,3559.63,10652.81,,
Intellect Design,538835,INTELLECT,Computers - Software - Medium / Small,770.95,2236.42,10535.1,,
Godrej Agrovet,540743,GODREJAGRO,Food - Processing - Indian,547.4,2365.63,10530.08,,
Birla Corpn.,500335,BIRLACORPN,Cement - North India,1365.45,6287.54,10504.58,,
Rajesh Exports,531500,RAJESHEXPO,Diamond Cutting / Jewellery,355.6,15222.11,10500.81,,
Cera Sanitary.,532443,CERA,Ceramics - Tiles / Sanitaryware,8062.45,1216.68,10486.44,,
BEML Ltd,500048,BEML,Engineering,2511.15,2367.13,10459.13,,
TTK Prestige,517506,TTKPRESTIG,Domestic Appliances,752.8,1960.25,10438.99,,
Kalpataru Proj.,522287,KPIL,Transmisson Line Towers / Equipment,641.5,4834,10412.35,,
RattanIndia Ent,534597,RTNINDIA,Miscellaneous,75.1,730.01,10365.9,,
Amber Enterp.,540902,AMBER,Electronics - Components,3068.7,1956.1,10346.37,,
Alok Industries,521070,ALOKINDS,Textiles - Processing,20.85,-19322.47,10334.52,,
Anand Rathi Wea.,543415,ANANDRATHI,Finance & Investments,2473.3,588.3,10328.29,,
Supreme Petroch.,500405,SPLPETRO,Petrochemicals,549.25,1859.31,10311.56,,
India Grid Trust,540565,INDIGRID,Power Generation And Supply,128.9,3681.95,10135.32,,
C P C L,500110,CHENNPETRO,Refineries,677.75,7617.78,10091.76,,
Safari Inds.,523025,SAFARI,Moulded Luggage,2118.2,513.53,10085.18,,
Zydus Wellness,531335,ZYDUSWELL,Food - Processing - Indian,1584.5,5207,10075.02,,
NCC,500294,NCC,Construction,160.55,6279.11,10067.95,,
Can Fin Homes,511196,CANFINHOME,Finance - Housing,753.8,3961.32,10044.86,,
Graphite India,509488,GRAPHITE,Electrodes - Graphites,512.05,5568,10006.04,,
Olectra Greentec,532439,OLECTRA,Automobiles - LCVs / HCVs,1212.25,872.6,9948.29,,
Ingersoll-Rand,500210,INGERRAND,Compressors / Drilling Equipment,3150.2,618.64,9931.36,,
Indiabulls Hous.,535789,IBULHSGFIN,Finance - Housing,202.95,18428.29,9923.4,,
Eureka Forbes,543482,,Domestic Appliances,512.45,4140.37,9910.33,,543482
Route Mobile,543228,ROUTE,Computers - Software - Medium / Small,1583.45,2001.18,9908.95,,
Sh.Renuka Sugar,532670,RENUKA,Sugar,46.5,-1189,9897.48,,
Elecon Engg.Co,505700,ELECON,Engineering,881.45,1414.73,9895.88,,
JK Lakshmi Cem.,500380,JKLAKSHMI,Cement - North India,839.9,2910.58,9881.96,,
Praj Industries,522205,PRAJIND,Engineering,536.7,1112.58,9866.91,,
Sterling & Wils.,542760,SWSOLAR,Engineering - Turnkey Services,422.5,-399.71,9843.27,,
Newgen Software,540900,NEWGEN,Computers - Software - Medium / Small,1404.2,968.24,9816.76,,
Caplin Point Lab,524742,CAPLIPOINT,Pharmaceuticals - Indian - Formulations,1286.8,2073.61,9770.18,,
Action Const.Eq.,532762,ACE,Engineering,812.4,1044.49,9647.78,,
EID Parry,500125,EIDPARRY,Sugar,540.45,6653.06,9600.77,,
Galaxy Surfact.,540935,GALAXYSURF,Chemicals,2689.35,2029.42,9534.51,,
Anant Raj,515055,ANANTRAJ,Construction,290.55,2919.37,9404.21,,
Latent View,543398,LATENTVIEW,Computers - Software - Medium / Small,455.95,1038.53,9392.19,,
CEAT,500878,CEATLTD,Tyres,2319.4,3745.78,9384.3,,
SBFC Finance,543959,SBFC,Finance & Investments,87.1,2599.47,9330.9,,
Godawari Power,532734,GPIL,Steel - Medium / Small,683.85,4032.76,9309.13,,
National Standar,504882,,Construction,4651.45,250,9302.9,,504882
Usha Martin,517146,USHAMART,Steel - Medium / Small,304.8,2152.99,9296.01,,
PCBL Ltd,506590,PCBL,Chemicals,246,3116.06,9285.58,,
Railtel Corpn.,543265,RAILTEL,Telecommunications - Service Provider,289.25,1722.78,9284.62,,
Schneider Elect.,534139,SCHNEIDER,Electric Equipment,388,220.58,9282.78,,
Garden Reach Sh.,542011,GRSE,Miscellaneous,806.6,1563.49,9236.5,,
D B Realty,533160,DBREALTY,Construction,184.1,3732.22,9229.3,,
Kirloskar Oil,533293,KIRLOSENG,Engines,635.1,2472.78,9211.26,,
Lemon Tree Hotel,541233,LEMONTREE,Hotels,115.9,864.45,9189.68,,
Sobha,532784,SOBHA,Construction,968.55,2491.65,9165.66,,
Granules India,532482,GRANULES,Pharmaceuticals - Indian - Bulk Drugs & Formln,376.2,2967.42,9115.64,,
JM Financial,523405,JMFINANCIL,Finance & Investments,95.25,8416.1,9100.49,,
Medplus Health,543427,MEDPLUS,Trading,757.2,1522.71,9029.67,,
Sapphire Foods,543397,SAPPHIRE,Hotels,1411.7,1311.19,9002.28,,
JK Tyre & Indust,530007,JKTYRE,Tyres,364.85,3763.79,8984.92,,
Minda Corp,538962,MINDACORP,Auto Ancillaries,375.4,1877.05,8957.17,,
JP Power Ven.,532627,JPPOWER,Power Generation And Supply,12.95,10706.24,8881.53,,
Bombay Burmah,501425,BBTC,Auto Ancillaries,1272.95,3990.42,8872.38,,
ION Exchange,500214,IONEXCHANG,Engineering,601.6,893.53,8811.65,,
Prism Johnson,500338,PRSMJOHNSN,Cement - North India,174.95,1410.27,8811.14,,
TVS Supply,543965,TVSSCS,Miscellaneous,199.95,1788.41,8785.46,,
Esab India,500133,ESABINDIA,Electrodes - Welding Equipment,5720.75,310.25,8780.68,,
Kama Holdings,532468,,Finance & Investments,2732.9,6057.42,8770.03,,532468
Mah. Scooters,500266,MAHSCOOTER,Finance & Investments,7674.7,24737.16,8762.59,,
Home First Finan,543259,HOMEFIRST,Finance - Housing,991.55,1946.73,8756.17,,
Netwrk.18 Media,532798,NETWORK18,Entertainment / Electronic Media Software,83.15,13069.24,8707.36,,
PNC Infratech,539150,PNCINFRA,Construction,337.75,4612.18,8669.58,,
Powergrid Infra.,543290,PGINVIT,Power Generation And Supply,94.86,7829.23,8632.25,,
Bengal & Assam,533095,,Finance & Investments,7637.6,6101.45,8627.69,,533095
Campus Activewe.,543523,CAMPUS,Leather / Leather Products,282.3,592.42,8620.84,,
National High,543385,NHIT,Construction,118.5,5899.44,8607.91,,
G S F C,500690,GSFC,Fertilizers,214.6,12237.24,8553.18,,
Engineers India,532178,ENGINERSIN,Engineering - Turnkey Services,152,2162.45,8550.78,,
Sarda Energy,504614,SARDAEN,Steel - Medium / Small,240.75,3669.36,8485.23,,
MMTC,513377,MMTC,Trading,56.4,1446.57,8467,,
V I P Inds.,507880,VIPIND,Moulded Luggage,595.6,715.57,8452.88,,
TV18 Broadcast,532800,TV18BRDCST,Entertainment / Electronic Media Software,48.85,17187.89,8381.25,,
CCL Products,519600,CCL,Tea,624.95,1585.47,8312.92,,
Deepak Fertiliz.,500645,DEEPAKFERT,Chemicals,656.1,5190.44,8283.05,,
Responsive Ind,505509,RESPONIND,Plastics Products,309.25,1074.02,8251.68,,
KRBL,530813,KRBL,Food - Processing - Indian,350.1,4610.05,8239.84,,
P & G Health Ltd,500126,PGHL,Pharmaceuticals - Multinational,4961.95,750.89,8238.48,,
Rategain Travel,543417,RATEGAIN,Computers - Software - Medium / Small,693.35,770.82,8164.99,,
Metropolis Healt,542650,METROPOLIS,Healthcare,1594,1046.5,8164.29,,
Varroc Engineer,541578,VARROC,Auto Ancillaries,534.3,1034.54,8156.49,,
Guj. Ambuja Exp,524226,GAEL,Solvent Extraction,355.15,2576.63,8144.84,,
Reliance Power,532939,RPOWER,Power Generation And Supply,21.4,12827.18,8142.22,,
Mastek,523704,MASTEK,Computers - Software - Medium / Small,2647.6,1792.58,8111.76,,
T N Merc. Bank,543596,TMB,Banks - Private Sector,509.05,6928.34,8067.09,,
Mahindra Life.,532313,MAHLIFE,Construction,518.75,1749.72,8043.44,,
SPARC,532872,SPARC,Miscellaneous,247.25,331.68,8025.31,,
Karnataka Bank,532652,KTKBANK,Banks - Private Sector,230.45,8213.88,7989.14,,
KFin Technolog.,543720,KFINTECH,Miscellaneous,468,989.51,7971.97,,
R C F,524230,RCF,Fertilizers,142.7,4706.6,7875.15,,
PTC Industries,539006,PTCIL,Castings & Forgings,5787.8,370.6,7865.73,,
Techno Elec.Engg,542141,TECHNOE,Engineering - Turnkey Services,729,1987.27,7851.08,,
Jubilant Pharmo,530019,JUBLPHARMA,Pharmaceuticals - Indian - Bulk Drugs,490.95,5410.1,7822.35,,
Archean Chemical,543657,ACI,Chemicals,630.35,1569.91,7785.22,,
Balrampur Chini,500038,BALRAMCHIN,Sugar,385.2,3147.89,7771.38,,
Glenmark Life,543322,GLS,Pharmaceuticals - Indian - Bulk Drugs & Formln,633.4,2391.74,7764.48,,
Prince Pipes,542907,PRINCEPIPE,Plastics Products,698.35,1448.55,7724.7,,
Jubilant Ingrev.,543271,JUBLINGREA,Chemicals,484.35,2699.94,7724.41,,
India Cements,530005,INDIACEM,Cement - South India,248.15,5633.93,7687.24,,
Jupiter Life Lin,543980,JLHL,Healthcare,1162.35,1081.04,7627.26,,
Electronics Mart,543626,EMIL,Trading,196.85,1282.14,7594.35,,
Chemplast Sanmar,543336,CHEMPLASTS,Chemicals,479.95,1820.97,7591.62,,
Kirl. Ferrous,500245,,Steel - Pig Iron,544.9,2208.27,7588.92,,500245
Reliance Infra.,500390,RELINFRA,Engineering - Turnkey Services,190.8,9602.04,7561.79,,
Laxmi Organic,543277,LXCHEM,Chemicals,273.6,1458.62,7533.18,,
Edelweiss.Fin.,532922,EDELWEISS,Finance & Investments,79.5,4404.83,7512.56,,
S C I,523598,SCI,Shipping,159.3,7116.06,7411.43,,
Mahindra Holiday,533088,MHRIL,Hotels,365.6,420.44,7385.73,,
Balaji Amines,530999,BALAMINES,Chemicals,2272.7,1608.5,7372.63,,
Shoppers Stop,532638,SHOPERSTOP,Textiles - Products,667.25,237.72,7350.45,,
Vesuvius India,520113,VESUVIUS,Refractories / Intermediates,3612.45,1076.2,7340.71,,
Quess Corp,539978,QUESS,Diversified - Large,492.6,2703.28,7310.52,,
Man Infra,533169,MANINFRA,Construction,196.4,1219.6,7301.79,,
KNR Construct.,532942,KNRCON,Construction,257.95,3056.95,7257.17,,
Triven.Engg.Ind.,532356,TRIVENI,Sugar,330.4,2691.27,7237.65,,
Religare Enterp.,532915,RELIGARE,Finance & Investments,218.35,2200.91,7195.95,,
Mishra Dhatu Nig,541195,MIDHANI,Steel - Medium / Small,383.45,1319.16,7185.32,,
Kirl. Brothers,500241,KIRLOSBROS,Pumps,901.25,1472,7173.67,,
Gravita India,533282,GRAVITA,Mining / Minerals / Metals,1038.15,668.45,7160.93,,
PDS,538730,PDSL,Trading,539.55,1092.37,7118.08,,
Spandana Sphoort,542759,SPANDANA,Finance & Investments,998.95,3286.4,7109.13,,
GMM Pfaudler,505255,GMMPFAUDLR,Engineering,1559.05,931.76,7006.56,,
Go Fashion (I),543401,GOCOLORS,Textiles - Products,1286.05,566.31,6966.22,,
Greenlam Industr,538979,GREENLAM,Miscellaneous,548.25,1024.98,6948.96,,
Saregama India,532163,SAREGAMA,Entertainment / Electronic Media Software,358.25,1434.83,6913.62,,
Vijaya Diagnost.,543350,VIJAYA,Healthcare,674.55,596.75,6900.1,,
Ujjivan Fin.Ser.,539874,UJJIVAN,Finance & Investments,566.2,3636.7,6889.18,,
Indigo Paints,543258,INDIGOPNTS,Paints / Varnishes,1441.15,820.6,6878.23,,
IFCI,500106,IFCI,Finance - Term-Lending Institutions,27.6,3766.99,6875.88,,
Tega Inds.,543413,TEGA,Engineering,1033.45,1083.3,6862.63,,
Star Cement,540575,STARCEMENT,Cement - North India,169.45,2549.06,6854.66,,
MTAR Technologie,543270,MTARTECH,Engineering,2226.8,661.45,6851.91,,
L T Foods,532783,LTFOODS,Food - Processing - Indian,196.25,3056.42,6821.62,,
Guj Pipavav Port,533248,GPPL,Miscellaneous,140.85,2086.99,6811.52,,
Marksans Pharma,524404,MARKSANS,Pharmaceuticals - Indian - Formulations,150.15,1875.6,6806.37,,
CSB Bank,542867,CSBBANK,Banks - Private Sector,392.65,3203.63,6806.01,,
Garware Tech.,509557,GARFIBRES,Textiles - Products,3308.65,1118.88,6746.72,,
SIS,540673,SIS,Miscellaneous,462.1,2475.7,6737.38,,
Sandur Manganese,504918,SANDUMA,Mining / Minerals / Metals,2495.4,1984.68,6728.94,,
Allcargo Logist.,532749,ALLCARGO,Miscellaneous,272.35,2540.49,6688.02,,
Easy Trip Plann.,543272,EASEMYTRIP,Travel Agencies,38.35,613.98,6661.38,,
HEG,509631,HEG,Electrodes - Graphites,1719,4349.04,6629.3,,
Electrost.Cast.,500128,ELECTCAST,Castings & Forgings,111.65,4572.63,6624.45,,
Just Dial,535648,JUSTDIAL,Miscellaneous,777.6,3816.81,6621.65,,
ISGEC Heavy,533033,ISGEC,Engineering - Turnkey Services,896.2,2394.99,6595.63,,
Vaibhav Global,532156,VAIBHAVGBL,Diamond Cutting / Jewellery,396.85,1222.86,6568.34,,
Mrs Bectors,543253,BECTORFOOD,Food - Processing - Indian,1113.75,606.13,6554.89,,
VRL Logistics,539118,VRLLOG,Miscellaneous,745.75,908.96,6544.78,,
R Systems Intl.,532735,RSYSTEMS,Computers - Software - Medium / Small,544.65,595.09,6488.78,,
Thomas Cook (I),500413,THOMASCOOK,Travel Agencies,137.9,1823.76,6484.75,,
Keystone Realtor,543669,RUSTOMJEE,Construction,566.8,1731.42,6475.11,,
JK Paper,532162,JKPAPER,Paper,382.2,4608.54,6472.9,,
Shrem InvIT,,SHREMINVIT,Construction,116,6070.57,6451.05,,
Neuland Labs.,524558,NEULANDLAB,Pharmaceuticals - Indian - Bulk Drugs,5006.9,1132.78,6423.3,,
Nava,513023,NAVA,Diversified - Large,441.5,6386.02,6408.26,,
Netweb Technolog,543945,NETWEB,Computers - Software - Medium / Small,1141.35,371.75,6393.13,,
Sunteck Realty,512179,SUNTECK,Construction,436.3,2749.63,6389.06,,
FDC,531599,FDC,Pharmaceuticals - Indian - Bulk Drugs & Formln,382.7,1972.5,6347.76,,
Rolex Rings,543325,ROLEXRINGS,Auto Ancillaries,2329.8,838.46,6343.5,,
Elantas Beck,500123,,Chemicals,7993.35,660.02,6338.73,,500123
Power Mech Proj.,539302,POWERMECH,Engineering - Turnkey Services,3995.95,1368.1,6323.83,,
Arvind Ltd,500101,ARVIND,Textiles - Cotton/Blended,240.95,3362.04,6299.58,,
Jai Corp,512237,JAICORPLTD,Plastics Products,351.65,1445.9,6284.51,,
Texmaco Rail,533326,TEXRAIL,Engineering,163.15,1377.73,6257.67,,
Redtape,543957,REDTAPE,Trading,450.85,554.53,6226.81,,
Transport Corp.,532349,TCI,Miscellaneous,801.9,1860.1,6223.48,,
Surya Roshni,500336,SURYAROSNI,Steel - Large,571.3,1979.49,6221.62,,
Zen Technologies,533339,ZENTEC,Computers - Software - Medium / Small,734.9,385.41,6178.85,,
PG Electroplast,533581,PGEL,Electronics - Components,2366.8,938.49,6161.93,,
Blue Jet Health,544009,BLUEJET,Pharmaceuticals - Indian - Bulk Drugs & Formln,354.55,773.62,6145.97,,
